0000. FEN: r1b1k2Q/bp1p1p2/n1pB1P1p/8/Pp6/1q2P3/2PP3P/RN2KBNR b KQ -  | Depth: 1 | Expected: 0 | Result: 0 [PASSED]
1113. FEN: 8/7k/3R1nBp/pp1p2pP/3P2p1/6N1/2P2KQ1/R7 b - -  | Depth: 3 | Expected: 1371 | Result: 1371 [PASSED]
1113. FEN: 8/7k/3R1nBp/pp1p2pP/3P2p1/6N1/2P2KQ1/R7 b - -  | Depth: 4 | Expected: 56650 | Result: 56650 [PASSED]
1113. FEN: 8/7k/3R1nBp/pp1p2pP/3P2p1/6N1/2P2KQ1/R7 b - -  | Depth: 5 | Expected: 529904 | Result: 529904 [PASSED]
1114. FEN: 1R6/6p1/8/6k1/4K1n1/8/8/3bq3 w - -  | Depth: 1 | Expected: 3 | Result: 3 [PASSED]
1114. FEN: 1R6/6p1/8/6k1/4K1n1/8/8/3bq3 w - -  | Depth: 2 | Expected: 108 | Result: 108 [PASSED]
1114. FEN: 1R6/6p1/8/6k1/4K1n1/8/8/3bq3 w - -  | Depth: 3 | Expected: 1474 | Result: 1474 [PASSED]
1114. FEN: 1R6/6p1/8/6k1/4K1n1/8/8/3bq3 w - -  | Depth: 4 | Expected: 50885 | Result: 50885 [PASSED]
1114. FEN: 1R6/6p1/8/6k1/4K1n1/8/8/3bq3 w - -  | Depth: 5 | Expected: 657399 | Result: 657399 [PASSED]
1115. FEN: 8/6k1/8/2PP4/1K6/6p1/4p2R/4r3 w - -  | Depth: 1 | Expected: 19 | Result: 19 [PASSED]
1115. FEN: 8/6k1/8/2PP4/1K6/6p1/4p2R/4r3 w - -  | Depth: 2 | Expected: 253 | Result: 253 [PASSED]
1115. FEN: 8/6k1/8/2PP4/1K6/6p1/4p2R/4r3 w - -  | Depth: 3 | Expected: 4342 | Result: 4342 [PASSED]
1115. FEN: 8/6k1/8/2PP4/1K6/6p1/4p2R/4r3 w - -  | Depth: 4 | Expected: 73129 | Result: 73129 [PASSED]
1115. FEN: 8/6k1/8/2PP4/1K6/6p1/4p2R/4r3 w - -  | Depth: 5 | Expected: 1219256 | Result: 1219256 [PASSED]
1116. FEN: 3N2k1/7R/8/1p1pP1BP/P7/3pP3/3K2P1/3b4 b - -  | Depth: 1 | Expected: 12 | Result: 12 [PASSED]
1116. FEN: 3N2k1/7R/8/1p1pP1BP/P7/3pP3/3K2P1/3b4 b - -  | Depth: 2 | Expected: 336 | Result: 336 [PASSED]
1116. FEN: 3N2k1/7R/8/1p1pP1BP/P7/3pP3/3K2P1/3b4 b - -  | Depth: 3 | Expected: 3367 | Result: 3367 [PASSED]
1116. FEN: 3N2k1/7R/8/1p1pP1BP/P7/3pP3/3K2P1/3b4 b - -  | Depth: 4 | Expected: 89073 | Result: 89073 [PASSED]
1116. FEN: 3N2k1/7R/8/1p1pP1BP/P7/3pP3/3K2P1/3b4 b - -  | Depth: 5 | Expected: 876092 | Result: 876092 [PASSED]
1117. FEN: 4k3/8/8/3r1P2/8/8/N6p/4BK2 w - -  | Depth: 1 | Expected: 14 | Result: 14 [PASSED]
1117. FEN: 4k3/8/8/3r1P2/8/8/N6p/4BK2 w - -  | Depth: 2 | Expected: 289 | Result: 289 [PASSED]
1117. FEN: 4k3/8/8/3r1P2/8/8/N6p/4BK2 w - -  | Depth: 3 | Expected: 3838 | Result: 3838 [PASSED]
1117. FEN: 4k3/8/8/3r1P2/8/8/N6p/4BK2 w - -  | Depth: 4 | Expected: 77639 | Result: 77639 [PASSED]
1117. FEN: 4k3/8/8/3r1P2/8/8/N6p/4BK2 w - -  | Depth: 5 | Expected: 1099382 | Result: 1099382 [PASSED]
1118. FEN: bb1N4/8/1k6/7P/P3p3/3r4/5K2/8 w - -  | Depth: 1 | Expected: 11 | Result: 11 [PASSED]
1118. FEN: bb1N4/8/1k6/7P/P3p3/3r4/5K2/8 w - -  | Depth: 2 | Expected: 305 | Result: 305 [PASSED]
1118. FEN: bb1N4/8/1k6/7P/P3p3/3r4/5K2/8 w - -  | Depth: 3 | Expected: 3171 | Result: 3171 [PASSED]
1118. FEN: bb1N4/8/1k6/7P/P3p3/3r4/5K2/8 w - -  | Depth: 4 | Expected: 83660 | Result: 83660 [PASSED]
1118. FEN: bb1N4/8/1k6/7P/P3p3/3r4/5K2/8 w - -  | Depth: 5 | Expected: 877653 | Result: 877653 [PASSED]
1119. FEN: k5b1/2K5/5R2/8/8/b7/7P/8 w - -  | Depth: 1 | Expected: 21 | Result: 21 [PASSED]
1119. FEN: k5b1/2K5/5R2/8/8/b7/7P/8 w - -  | Depth: 2 | Expected: 281 | Result: 281 [PASSED]
1119. FEN: k5b1/2K5/5R2/8/8/b7/7P/8 w - -  | Depth: 3 | Expected: 5141 | Result: 5141 [PASSED]
1119. FEN: k5b1/2K5/5R2/8/8/b7/7P/8 w - -  | Depth: 4 | Expected: 79437 | Result: 79437 [PASSED]
1119. FEN: k5b1/2K5/5R2/8/8/b7/7P/8 w - -  | Depth: 5 | Expected: 1389055 | Result: 1389055 [PASSED]
1120. FEN: 8/rppP2r1/pkn3P1/1P3p1p/1K3p2/P4PPb/8/1N2n1N1 w - -  | Depth: 1 | Expected: 5 | Result: 5 [PASSED]
1120. FEN: 8/rppP2r1/pkn3P1/1P3p1p/1K3p2/P4PPb/8/1N2n1N1 w - -  | Depth: 2 | Expected: 127 | Result: 127 [PASSED]
1120. FEN: 8/rppP2r1/pkn3P1/1P3p1p/1K3p2/P4PPb/8/1N2n1N1 w - -  | Depth: 3 | Expected: 1892 | Result: 1892 [PASSED]
1120. FEN: 8/rppP2r1/pkn3P1/1P3p1p/1K3p2/P4PPb/8/1N2n1N1 w - -  | Depth: 4 | Expected: 50333 | Result: 50333 [PASSED]
1120. FEN: 8/rppP2r1/pkn3P1/1P3p1p/1K3p2/P4PPb/8/1N2n1N1 w - -  | Depth: 5 | Expected: 853400 | Result: 853400 [PASSED]
1121. FEN: 8/4k3/4B2R/5P2/1p3B1K/3n4/8/8 w - -  | Depth: 1 | Expected: 29 | Result: 29 [PASSED]
1121. FEN: 8/4k3/4B2R/5P2/1p3B1K/3n4/8/8 w - -  | Depth: 2 | Expected: 297 | Result: 297 [PASSED]
1121. FEN: 8/4k3/4B2R/5P2/1p3B1K/3n4/8/8 w - -  | Depth: 3 | Expected: 8581 | Result: 8581 [PASSED]
1121. FEN: 8/4k3/4B2R/5P2/1p3B1K/3n4/8/8 w - -  | Depth: 4 | Expected: 84142 | Result: 84142 [PASSED]
1121. FEN: 8/4k3/4B2R/5P2/1p3B1K/3n4/8/8 w - -  | Depth: 5 | Expected: 2424783 | Result: 2424783 [PASSED]
1122. FEN: 7k/rpr1n3/1P2p1p1/5p1p/5b1P/5b2/R2K4/8 w - -  | Depth: 1 | Expected: 2 | Result: 2 [PASSED]
1122. FEN: 7k/rpr1n3/1P2p1p1/5p1p/5b1P/5b2/R2K4/8 w - -  | Depth: 2 | Expected: 80 | Result: 80 [PASSED]
1122. FEN: 7k/rpr1n3/1P2p1p1/5p1p/5b1P/5b2/R2K4/8 w - -  | Depth: 3 | Expected: 1156 | Result: 1156 [PASSED]
1122. FEN: 7k/rpr1n3/1P2p1p1/5p1p/5b1P/5b2/R2K4/8 w - -  | Depth: 4 | Expected: 45698 | Result: 45698 [PASSED]
1122. FEN: 7k/rpr1n3/1P2p1p1/5p1p/5b1P/5b2/R2K4/8 w - -  | Depth: 5 | Expected: 592263 | Result: 592263 [PASSED]
1123. FEN: 8/2k5/2B5/1pq5/3p4/1p6/8/5K2 b - -  | Depth: 1 | Expected: 26 | Result: 26 [PASSED]
1123. FEN: 8/2k5/2B5/1pq5/3p4/1p6/8/5K2 b - -  | Depth: 2 | Expected: 307 | Result: 307 [PASSED]
1123. FEN: 8/2k5/2B5/1pq5/3p4/1p6/8/5K2 b - -  | Depth: 3 | Expected: 7692 | Result: 7692 [PASSED]
1123. FEN: 8/2k5/2B5/1pq5/3p4/1p6/8/5K2 b - -  | Depth: 4 | Expected: 84262 | Result: 84262 [PASSED]
1123. FEN: 8/2k5/2B5/1pq5/3p4/1p6/8/5K2 b - -  | Depth: 5 | Expected: 2139087 | Result: 2139087 [PASSED]
1124. FEN: 8/2p5/1p4P1/rp3p1p/1k2bP2/1N2n2K/8/8 w - -  | Depth: 1 | Expected: 10 | Result: 10 [PASSED]
1124. FEN: 8/2p5/1p4P1/rp3p1p/1k2bP2/1N2n2K/8/8 w - -  | Depth: 2 | Expected: 311 | Result: 311 [PASSED]
1124. FEN: 8/2p5/1p4P1/rp3p1p/1k2bP2/1N2n2K/8/8 w - -  | Depth: 3 | Expected: 2966 | Result: 2966 [PASSED]
1124. FEN: 8/2p5/1p4P1/rp3p1p/1k2bP2/1N2n2K/8/8 w - -  | Depth: 4 | Expected: 82278 | Result: 82278 [PASSED]
1124. FEN: 8/2p5/1p4P1/rp3p1p/1k2bP2/1N2n2K/8/8 w - -  | Depth: 5 | Expected: 841528 | Result: 841528 [PASSED]
1125. FEN: 5N2/k7/8/1P6/7P/2K3R1/p4n2/8 b - -  | Depth: 1 | Expected: 14 | Result: 14 [PASSED]
1125. FEN: 5N2/k7/8/1P6/7P/2K3R1/p4n2/8 b - -  | Depth: 2 | Expected: 259 | Result: 259 [PASSED]
1125. FEN: 5N2/k7/8/1P6/7P/2K3R1/p4n2/8 b - -  | Depth: 3 | Expected: 3627 | Result: 3627 [PASSED]
1125. FEN: 5N2/k7/8/1P6/7P/2K3R1/p4n2/8 b - -  | Depth: 4 | Expected: 75022 | Result: 75022 [PASSED]
1125. FEN: 5N2/k7/8/1P6/7P/2K3R1/p4n2/8 b - -  | Depth: 5 | Expected: 1125984 | Result: 1125984 [PASSED]
1126. FEN: 8/p3k3/P4q2/1N1p4/3P3p/1K5P/8/B7 b - -  | Depth: 1 | Expected: 25 | Result: 25 [PASSED]
1126. FEN: 8/p3k3/P4q2/1N1p4/3P3p/1K5P/8/B7 b - -  | Depth: 2 | Expected: 325 | Result: 325 [PASSED]
1126. FEN: 8/p3k3/P4q2/1N1p4/3P3p/1K5P/8/B7 b - -  | Depth: 3 | Expected: 7884 | Result: 7884 [PASSED]
1126. FEN: 8/p3k3/P4q2/1N1p4/3P3p/1K5P/8/B7 b - -  | Depth: 4 | Expected: 90101 | Result: 90101 [PASSED]
1126. FEN: 8/p3k3/P4q2/1N1p4/3P3p/1K5P/8/B7 b - -  | Depth: 5 | Expected: 2048523 | Result: 2048523 [PASSED]
1127. FEN: 8/8/k5pr/B3p2p/P3RP1P/3p4/6KR/8 w - -  | Depth: 1 | Expected: 25 | Result: 25 [PASSED]
1127. FEN: 8/8/k5pr/B3p2p/P3RP1P/3p4/6KR/8 w - -  | Depth: 2 | Expected: 200 | Result: 200 [PASSED]
1127. FEN: 8/8/k5pr/B3p2p/P3RP1P/3p4/6KR/8 w - -  | Depth: 3 | Expected: 5262 | Result: 5262 [PASSED]
1127. FEN: 8/8/k5pr/B3p2p/P3RP1P/3p4/6KR/8 w - -  | Depth: 4 | Expected: 61450 | Result: 61450 [PASSED]
1127. FEN: 8/8/k5pr/B3p2p/P3RP1P/3p4/6KR/8 w - -  | Depth: 5 | Expected: 1658422 | Result: 1658422 [PASSED]
1128. FEN: 8/1b6/2k5/8/6pp/2Q5/5r2/1K6 b - -  | Depth: 1 | Expected: 5 | Result: 5 [PASSED]
1128. FEN: 8/1b6/2k5/8/6pp/2Q5/5r2/1K6 b - -  | Depth: 2 | Expected: 135 | Result: 135 [PASSED]
1128. FEN: 8/1b6/2k5/8/6pp/2Q5/5r2/1K6 b - -  | Depth: 3 | Expected: 2743 | Result: 2743 [PASSED]
1128. FEN: 8/1b6/2k5/8/6pp/2Q5/5r2/1K6 b - -  | Depth: 4 | Expected: 56357 | Result: 56357 [PASSED]
1128. FEN: 8/1b6/2k5/8/6pp/2Q5/5r2/1K6 b - -  | Depth: 5 | Expected: 1136534 | Result: 1136534 [PASSED]
1129. FEN: 8/3n1k2/8/7P/3P4/N3K3/8/6Q1 b - -  | Depth: 1 | Expected: 11 | Result: 11 [PASSED]
1129. FEN: 8/3n1k2/8/7P/3P4/N3K3/8/6Q1 b - -  | Depth: 2 | Expected: 316 | Result: 316 [PASSED]
1129. FEN: 8/3n1k2/8/7P/3P4/N3K3/8/6Q1 b - -  | Depth: 3 | Expected: 3024 | Result: 3024 [PASSED]
1129. FEN: 8/3n1k2/8/7P/3P4/N3K3/8/6Q1 b - -  | Depth: 4 | Expected: 85394 | Result: 85394 [PASSED]
1129. FEN: 8/3n1k2/8/7P/3P4/N3K3/8/6Q1 b - -  | Depth: 5 | Expected: 837223 | Result: 837223 [PASSED]
1130. FEN: 3k4/5K2/1r6/8/3P2R1/P7/8/6N1 w - -  | Depth: 1 | Expected: 17 | Result: 17 [PASSED]
1130. FEN: 3k4/5K2/1r6/8/3P2R1/P7/8/6N1 w - -  | Depth: 2 | Expected: 277 | Result: 277 [PASSED]
1130. FEN: 3k4/5K2/1r6/8/3P2R1/P7/8/6N1 w - -  | Depth: 3 | Expected: 4996 | Result: 4996 [PASSED]
1130. FEN: 3k4/5K2/1r6/8/3P2R1/P7/8/6N1 w - -  | Depth: 4 | Expected: 78334 | Result: 78334 [PASSED]
1130. FEN: 3k4/5K2/1r6/8/3P2R1/P7/8/6N1 w - -  | Depth: 5 | Expected: 1512451 | Result: 1512451 [PASSED]
1131. FEN: 6b1/5kPR/8/1P2BB2/8/8/5K2/n7 b - -  | Depth: 1 | Expected: 5 | Result: 5 [PASSED]
1131. FEN: 6b1/5kPR/8/1P2BB2/8/8/5K2/n7 b - -  | Depth: 2 | Expected: 180 | Result: 180 [PASSED]
1131. FEN: 6b1/5kPR/8/1P2BB2/8/8/5K2/n7 b - -  | Depth: 3 | Expected: 1790 | Result: 1790 [PASSED]
1131. FEN: 6b1/5kPR/8/1P2BB2/8/8/5K2/n7 b - -  | Depth: 4 | Expected: 62411 | Result: 62411 [PASSED]
1131. FEN: 6b1/5kPR/8/1P2BB2/8/8/5K2/n7 b - -  | Depth: 5 | Expected: 693571 | Result: 693571 [PASSED]
1132. FEN: 2N4R/5k2/p1K5/p7/P7/N1p3N1/8/3n4 w - -  | Depth: 1 | Expected: 32 | Result: 32 [PASSED]
1132. FEN: 2N4R/5k2/p1K5/p7/P7/N1p3N1/8/3n4 w - -  | Depth: 2 | Expected: 256 | Result: 256 [PASSED]
1132. FEN: 2N4R/5k2/p1K5/p7/P7/N1p3N1/8/3n4 w - -  | Depth: 3 | Expected: 8074 | Result: 8074 [PASSED]
1132. FEN: 2N4R/5k2/p1K5/p7/P7/N1p3N1/8/3n4 w - -  | Depth: 4 | Expected: 74609 | Result: 74609 [PASSED]
1132. FEN: 2N4R/5k2/p1K5/p7/P7/N1p3N1/8/3n4 w - -  | Depth: 5 | Expected: 2286784 | Result: 2286784 [PASSED]
1133. FEN: b1r3nr/n2p4/4k1pb/ppp2Rp1/2P2N1P/P3KP2/4P2P/5B1R b - -  | Depth: 1 | Expected: 4 | Result: 4 [PASSED]
1133. FEN: b1r3nr/n2p4/4k1pb/ppp2Rp1/2P2N1P/P3KP2/4P2P/5B1R b - -  | Depth: 2 | Expected: 72 | Result: 72 [PASSED]
1133. FEN: b1r3nr/n2p4/4k1pb/ppp2Rp1/2P2N1P/P3KP2/4P2P/5B1R b - -  | Depth: 3 | Expected: 1789 | Result: 1789 [PASSED]
1133. FEN: b1r3nr/n2p4/4k1pb/ppp2Rp1/2P2N1P/P3KP2/4P2P/5B1R b - -  | Depth: 4 | Expected: 39462 | Result: 39462 [PASSED]
1133. FEN: b1r3nr/n2p4/4k1pb/ppp2Rp1/2P2N1P/P3KP2/4P2P/5B1R b - -  | Depth: 5 | Expected: 1025826 | Result: 1025826 [PASSED]
1134. FEN: 8/1Pk5/1N6/2P2p1p/8/8/6r1/B6K b - -  | Depth: 1 | Expected: 20 | Result: 20 [PASSED]
1134. FEN: 8/1Pk5/1N6/2P2p1p/8/8/6r1/B6K b - -  | Depth: 2 | Expected: 330 | Result: 330 [PASSED]
1134. FEN: 8/1Pk5/1N6/2P2p1p/8/8/6r1/B6K b - -  | Depth: 3 | Expected: 4904 | Result: 4904 [PASSED]
1134. FEN: 8/1Pk5/1N6/2P2p1p/8/8/6r1/B6K b - -  | Depth: 4 | Expected: 85849 | Result: 85849 [PASSED]
1134. FEN: 8/1Pk5/1N6/2P2p1p/8/8/6r1/B6K b - -  | Depth: 5 | Expected: 1290606 | Result: 1290606 [PASSED]
1135. FEN: 8/7N/8/8/1k5P/3R4/K6n/4b3 b - -  | Depth: 1 | Expected: 13 | Result: 13 [PASSED]
1135. FEN: 8/7N/8/8/1k5P/3R4/K6n/4b3 b - -  | Depth: 2 | Expected: 271 | Result: 271 [PASSED]
1135. FEN: 8/7N/8/8/1k5P/3R4/K6n/4b3 b - -  | Depth: 3 | Expected: 3801 | Result: 3801 [PASSED]
1135. FEN: 8/7N/8/8/1k5P/3R4/K6n/4b3 b - -  | Depth: 4 | Expected: 78057 | Result: 78057 [PASSED]
1135. FEN: 8/7N/8/8/1k5P/3R4/K6n/4b3 b - -  | Depth: 5 | Expected: 1160430 | Result: 1160430 [PASSED]
1136. FEN: 8/8/8/k3pb1N/8/b1P5/2B4p/1K6 w - -  | Depth: 1 | Expected: 10 | Result: 10 [PASSED]
1136. FEN: 8/8/8/k3pb1N/8/b1P5/2B4p/1K6 w - -  | Depth: 2 | Expected: 238 | Result: 238 [PASSED]
1136. FEN: 8/8/8/k3pb1N/8/b1P5/2B4p/1K6 w - -  | Depth: 3 | Expected: 3078 | Result: 3078 [PASSED]
1136. FEN: 8/8/8/k3pb1N/8/b1P5/2B4p/1K6 w - -  | Depth: 4 | Expected: 70356 | Result: 70356 [PASSED]
1136. FEN: 8/8/8/k3pb1N/8/b1P5/2B4p/1K6 w - -  | Depth: 5 | Expected: 1038374 | Result: 1038374 [PASSED]
1137. FEN: 8/k2rN3/5r2/1P6/K5p1/8/8/6n1 w - -  | Depth: 1 | Expected: 11 | Result: 11 [PASSED]
1137. FEN: 8/k2rN3/5r2/1P6/K5p1/8/8/6n1 w - -  | Depth: 2 | Expected: 270 | Result: 270 [PASSED]
1137. FEN: 8/k2rN3/5r2/1P6/K5p1/8/8/6n1 w - -  | Depth: 3 | Expected: 2907 | Result: 2907 [PASSED]
1137. FEN: 8/k2rN3/5r2/1P6/K5p1/8/8/6n1 w - -  | Depth: 4 | Expected: 79975 | Result: 79975 [PASSED]
1137. FEN: 8/k2rN3/5r2/1P6/K5p1/8/8/6n1 w - -  | Depth: 5 | Expected: 845937 | Result: 845937 [PASSED]
1138. FEN: k5b1/2K5/1R6/8/8/8/3b3P/8 b - -  | Depth: 1 | Expected: 17 | Result: 17 [PASSED]
1138. FEN: k5b1/2K5/1R6/8/8/8/3b3P/8 b - -  | Depth: 2 | Expected: 314 | Result: 314 [PASSED]
1138. FEN: k5b1/2K5/1R6/8/8/8/3b3P/8 b - -  | Depth: 3 | Expected: 4949 | Result: 4949 [PASSED]
1138. FEN: k5b1/2K5/1R6/8/8/8/3b3P/8 b - -  | Depth: 4 | Expected: 85897 | Result: 85897 [PASSED]
1138. FEN: k5b1/2K5/1R6/8/8/8/3b3P/8 b - -  | Depth: 5 | Expected: 1401210 | Result: 1401210 [PASSED]
1139. FEN: 8/3R4/8/1k6/6PP/3b4/1K6/8 b - -  | Depth: 1 | Expected: 17 | Result: 17 [PASSED]
1139. FEN: 8/3R4/8/1k6/6PP/3b4/1K6/8 b - -  | Depth: 2 | Expected: 356 | Result: 356 [PASSED]
1139. FEN: 8/3R4/8/1k6/6PP/3b4/1K6/8 b - -  | Depth: 3 | Expected: 4905 | Result: 4905 [PASSED]
1139. FEN: 8/3R4/8/1k6/6PP/3b4/1K6/8 b - -  | Depth: 4 | Expected: 98651 | Result: 98651 [PASSED]
1139. FEN: 8/3R4/8/1k6/6PP/3b4/1K6/8 b - -  | Depth: 5 | Expected: 1256790 | Result: 1256790 [PASSED]
1140. FEN: B7/2kN4/7B/p5P1/1p1K1R2/P6p/1P2P3/8 w - -  | Depth: 1 | Expected: 38 | Result: 38 [PASSED]
1140. FEN: B7/2kN4/7B/p5P1/1p1K1R2/P6p/1P2P3/8 w - -  | Depth: 2 | Expected: 298 | Result: 298 [PASSED]
1140. FEN: B7/2kN4/7B/p5P1/1p1K1R2/P6p/1P2P3/8 w - -  | Depth: 3 | Expected: 10870 | Result: 10870 [PASSED]
1140. FEN: B7/2kN4/7B/p5P1/1p1K1R2/P6p/1P2P3/8 w - -  | Depth: 4 | Expected: 83465 | Result: 83465 [PASSED]
1140. FEN: B7/2kN4/7B/p5P1/1p1K1R2/P6p/1P2P3/8 w - -  | Depth: 5 | Expected: 2957804 | Result: 2957804 [PASSED]
1141. FEN: 2b3r1/1r1p1p2/1N5k/p7/PnP2PPp/1P1P3P/1R1K1B2/Q1N1q1n1 w - -  | Depth: 1 | Expected: 2 | Result: 2 [PASSED]
1141. FEN: 2b3r1/1r1p1p2/1N5k/p7/PnP2PPp/1P1P3P/1R1K1B2/Q1N1q1n1 w - -  | Depth: 2 | Expected: 56 | Result: 56 [PASSED]
1141. FEN: 2b3r1/1r1p1p2/1N5k/p7/PnP2PPp/1P1P3P/1R1K1B2/Q1N1q1n1 w - -  | Depth: 3 | Expected: 1273 | Result: 1273 [PASSED]
1141. FEN: 2b3r1/1r1p1p2/1N5k/p7/PnP2PPp/1P1P3P/1R1K1B2/Q1N1q1n1 w - -  | Depth: 4 | Expected: 34619 | Result: 34619 [PASSED]
1141. FEN: 2b3r1/1r1p1p2/1N5k/p7/PnP2PPp/1P1P3P/1R1K1B2/Q1N1q1n1 w - -  | Depth: 5 | Expected: 880945 | Result: 880945 [PASSED]
1142. FEN: 2K5/8/k7/7P/3b4/8/b7/R7 w - -  | Depth: 1 | Expected: 13 | Result: 13 [PASSED]
1142. FEN: 2K5/8/k7/7P/3b4/8/b7/R7 w - -  | Depth: 2 | Expected: 253 | Result: 253 [PASSED]
1142. FEN: 2K5/8/k7/7P/3b4/8/b7/R7 w - -  | Depth: 3 | Expected: 3860 | Result: 3860 [PASSED]
1142. FEN: 2K5/8/k7/7P/3b4/8/b7/R7 w - -  | Depth: 4 | Expected: 75639 | Result: 75639 [PASSED]
1142. FEN: 2K5/8/k7/7P/3b4/8/b7/R7 w - -  | Depth: 5 | Expected: 1212667 | Result: 1212667 [PASSED]
1143. FEN: Rn6/P3k3/8/8/3NK3/1p5P/8/6R1 w - -  | Depth: 1 | Expected: 35 | Result: 35 [PASSED]
1143. FEN: Rn6/P3k3/8/8/3NK3/1p5P/8/6R1 w - -  | Depth: 2 | Expected: 336 | Result: 336 [PASSED]
1143. FEN: Rn6/P3k3/8/8/3NK3/1p5P/8/6R1 w - -  | Depth: 3 | Expected: 11490 | Result: 11490 [PASSED]
1143. FEN: Rn6/P3k3/8/8/3NK3/1p5P/8/6R1 w - -  | Depth: 4 | Expected: 85158 | Result: 85158 [PASSED]
1143. FEN: Rn6/P3k3/8/8/3NK3/1p5P/8/6R1 w - -  | Depth: 5 | Expected: 2797520 | Result: 2797520 [PASSED]
1144. FEN: k7/8/1nb4p/3p2B1/8/3p4/5K1n/N7 b - -  | Depth: 1 | Expected: 19 | Result: 19 [PASSED]
1144. FEN: k7/8/1nb4p/3p2B1/8/3p4/5K1n/N7 b - -  | Depth: 2 | Expected: 281 | Result: 281 [PASSED]
1144. FEN: k7/8/1nb4p/3p2B1/8/3p4/5K1n/N7 b - -  | Depth: 3 | Expected: 5584 | Result: 5584 [PASSED]
1144. FEN: k7/8/1nb4p/3p2B1/8/3p4/5K1n/N7 b - -  | Depth: 4 | Expected: 80434 | Result: 80434 [PASSED]
1144. FEN: k7/8/1nb4p/3p2B1/8/3p4/5K1n/N7 b - -  | Depth: 5 | Expected: 1647848 | Result: 1647848 [PASSED]
1145. FEN: 8/7B/8/kp5R/2P5/8/6p1/2K1N3 w - -  | Depth: 1 | Expected: 29 | Result: 29 [PASSED]
1145. FEN: 8/7B/8/kp5R/2P5/8/6p1/2K1N3 w - -  | Depth: 2 | Expected: 232 | Result: 232 [PASSED]
1145. FEN: 8/7B/8/kp5R/2P5/8/6p1/2K1N3 w - -  | Depth: 3 | Expected: 6380 | Result: 6380 [PASSED]
1145. FEN: 8/7B/8/kp5R/2P5/8/6p1/2K1N3 w - -  | Depth: 4 | Expected: 69444 | Result: 69444 [PASSED]
1145. FEN: 8/7B/8/kp5R/2P5/8/6p1/2K1N3 w - -  | Depth: 5 | Expected: 1819042 | Result: 1819042 [PASSED]
1146. FEN: 7Q/3b4/1N3kp1/1P1pnp2/Pp3P1P/3P4/4R1B1/4K2N b - -  | Depth: 1 | Expected: 3 | Result: 3 [PASSED]
1146. FEN: 7Q/3b4/1N3kp1/1P1pnp2/Pp3P1P/3P4/4R1B1/4K2N b - -  | Depth: 2 | Expected: 123 | Result: 123 [PASSED]
1146. FEN: 7Q/3b4/1N3kp1/1P1pnp2/Pp3P1P/3P4/4R1B1/4K2N b - -  | Depth: 3 | Expected: 1334 | Result: 1334 [PASSED]
1146. FEN: 7Q/3b4/1N3kp1/1P1pnp2/Pp3P1P/3P4/4R1B1/4K2N b - -  | Depth: 4 | Expected: 51501 | Result: 51501 [PASSED]
1146. FEN: 7Q/3b4/1N3kp1/1P1pnp2/Pp3P1P/3P4/4R1B1/4K2N b - -  | Depth: 5 | Expected: 628120 | Result: 628120 [PASSED]
1147. FEN: 8/1k1N4/4R3/1Kn3p1/8/2pp4/7P/8 b - -  | Depth: 1 | Expected: 13 | Result: 13 [PASSED]
1147. FEN: 8/1k1N4/4R3/1Kn3p1/8/2pp4/7P/8 b - -  | Depth: 2 | Expected: 318 | Result: 318 [PASSED]
1147. FEN: 8/1k1N4/4R3/1Kn3p1/8/2pp4/7P/8 b - -  | Depth: 3 | Expected: 3912 | Result: 3912 [PASSED]
1147. FEN: 8/1k1N4/4R3/1Kn3p1/8/2pp4/7P/8 b - -  | Depth: 4 | Expected: 88577 | Result: 88577 [PASSED]
1147. FEN: 8/1k1N4/4R3/1Kn3p1/8/2pp4/7P/8 b - -  | Depth: 5 | Expected: 1111098 | Result: 1111098 [PASSED]
1148. FEN: 8/3b4/2R2k2/8/3p1b2/B5p1/6P1/4K3 b - -  | Depth: 1 | Expected: 8 | Result: 8 [PASSED]
1148. FEN: 8/3b4/2R2k2/8/3p1b2/B5p1/6P1/4K3 b - -  | Depth: 2 | Expected: 170 | Result: 170 [PASSED]
1148. FEN: 8/3b4/2R2k2/8/3p1b2/B5p1/6P1/4K3 b - -  | Depth: 3 | Expected: 3290 | Result: 3290 [PASSED]
1148. FEN: 8/3b4/2R2k2/8/3p1b2/B5p1/6P1/4K3 b - -  | Depth: 4 | Expected: 63629 | Result: 63629 [PASSED]
1148. FEN: 8/3b4/2R2k2/8/3p1b2/B5p1/6P1/4K3 b - -  | Depth: 5 | Expected: 1264831 | Result: 1264831 [PASSED]
1149. FEN: 8/R7/6n1/8/1k6/8/3b4/1K6 b - -  | Depth: 1 | Expected: 18 | Result: 18 [PASSED]
1149. FEN: 8/R7/6n1/8/1k6/8/3b4/1K6 b - -  | Depth: 2 | Expected: 316 | Result: 316 [PASSED]
1149. FEN: 8/R7/6n1/8/1k6/8/3b4/1K6 b - -  | Depth: 3 | Expected: 5498 | Result: 5498 [PASSED]
1149. FEN: 8/R7/6n1/8/1k6/8/3b4/1K6 b - -  | Depth: 4 | Expected: 87471 | Result: 87471 [PASSED]
1149. FEN: 8/R7/6n1/8/1k6/8/3b4/1K6 b - -  | Depth: 5 | Expected: 1522507 | Result: 1522507 [PASSED]
1150. FEN: 8/1k6/3b4/1Q6/8/3K4/6PQ/5B2 b - -  | Depth: 1 | Expected: 4 | Result: 4 [PASSED]
